pl_name,pl_orbsmax,pl_orbeccen,st_dist,pl_eqt,pl_masse,pl_rade,st_metfe
Kepler-106 e,,,449.98,,11.17,2.56,-0.12
Kepler-1060 b,,,861,,,2.38,-0.03
Kepler-1061 b,,,585,,,1.98,-0.03
Kepler-1062 b,,,388,,,1.76,0.11
Kepler-1063 b,,,365,,,1.49,0.09
Kepler-1064 b,,,374,,,1.55,0
Kepler-1065 b,,,1078,,,3.73,-0.01
Kepler-1065 c,,,1078,,,1.6,-0.01
Kepler-1066 b,,,399,,,2.36,-0.03
Kepler-1067 b,,,689,,,0.8,0.03
Kepler-1068 b,,,1532,,,3.63,0.03
Kepler-1069 b,,,435,,,1.6,0.04
Kepler-107 b,0.04544,0,525.5,1593,3.51,1.536,0.321
Kepler-107 c,0.06064,0,525.5,1379,9.39,1.597,0.321
Kepler-107 d,0.08377,0,525.5,1173,3.8,0.86,0.321
Kepler-107 e,0.12639,0,525.5,955,8.6,2.903,0.321
Kepler-1070 b,,,1040,,,1.73,0.03
Kepler-1071 b,,,964,,,2.38,0.01
Kepler-1072 b,,,976,,,1.58,0.07
Kepler-1073 b,,,837,,,2.3,0
Kepler-1073 c,,,837,,,1.64,0
Kepler-1074 b,,,245,,,1.25,-0.06
Kepler-1075 b,,,265,,,1.42,-0.17
Kepler-1076 b,,,199,,,0.8,-0.01
Kepler-1077 b,,,1098,,,2.77,0.03
Kepler-1078 b,,,1215,,,1.9,-0.01
Kepler-1079 b,,,481,,,1.63,0.21
Kepler-108 b,0.292,,729,,,8.65,
Kepler-108 c,0.721,,729,,,8.18,
Kepler-1080 b,,,688,,,3.28,0.09
Kepler-1081 b,,,425,,,1.01,0.01
Kepler-1082 b,,,628,,,1.12,-0.06
Kepler-1083 b,,,912,,,3.36,-0.02
Kepler-1084 b,,,427,,,1.11,-0.02
Kepler-1085 b,,,1518,,,7.22,0.08
Kepler-1086 b,,,464,,,2.44,0.06
Kepler-1086 c,,,464,,,2.94,0.06
Kepler-1087 b,,,354,,,0.61,0.01
Kepler-1088 b,,,300,,,1.42,0.05
Kepler-1089 b,,,227,,,1.83,-0.09
Kepler-109 b,,,481.4,,7.3,2.37,-0.08
Kepler-109 c,,,481.4,,21.8,2.52,-0.08
Kepler-1090 b,,,702,,,2.25,-0.04
Kepler-1091 b,,,915,,,1.46,0
Kepler-1092 b,,,914,,,2.07,-0.09
Kepler-1093 b,,,848,,,1.95,-0.01
Kepler-1093 c,,,848,,,1.96,-0.01
Kepler-1094 b,,,1371,,,3.18,0.06
Kepler-1095 b,,,758,,,1.21,-0.09
Kepler-1096 b,,,344,,,1.24,-0.1
Kepler-1097 b,,,738,,,3.26,-0.11
Kepler-1098 b,,,876,,,1.3,-0.02
Kepler-1099 b,,,1209,,,2.83,-0.02
Kepler-11 b,0.091,0.045,658.59,,1.9,1.8,-0.041
Kepler-11 c,0.107,0.026,658.59,,2.9,2.87,-0.041
Kepler-11 d,0.155,0.004,658.59,,7.3,3.12,-0.041
Kepler-11 e,0.195,0.012,658.59,,8,4.19,-0.041
Kepler-11 f,0.25,0.013,658.59,,2,2.49,-0.041
Kepler-11 g,0.466,0.15,658.59,,25,3.33,-0.041
Kepler-110 b,0.107,,596.52,,,1.83,
Kepler-110 c,0.198,,596.52,,,2.21,
Kepler-1100 b,,,940,,,1.75,0.05
Kepler-1101 b,,,897,,,2.47,-0.04
Kepler-1102 b,,,986,,,2.66,-0.08
Kepler-1103 b,,,921,,,2.27,-0.01
Kepler-1104 b,,,516,,,1.23,0.13
Kepler-1105 b,,,369,,,2.01,0.28
Kepler-1106 b,,,1168,,,1.65,0
Kepler-1107 b,,,457,,,1.34,0.01
Kepler-1108 b,,,764,,,1.46,-0.09
Kepler-1109 b,,,797,,,2.19,0.04
Kepler-111 b,0.046,,669.92,,,1.58,
Kepler-111 c,0.761,,669.92,,,7.3,
Kepler-1110 b,,,726,,,2.66,-0.16
Kepler-1111 b,,,1142,,,2,0.02
Kepler-1112 b,,,1734,,,3.02,0.04
Kepler-1113 b,,,1127,,,2.81,0.18
Kepler-1114 b,,,427,,,1.35,-0.08
Kepler-1115 b,,,935,,,1.7,-0.51
Kepler-1116 b,,,1017,,,2.54,0.01
Kepler-1117 b,,,619,,,1.11,0.03
Kepler-1118 b,,,818,,,2.74,0
Kepler-1119 b,,,1288,,,1.92,0.03
Kepler-112 b,0.076,,520.9,,,2.36,
Kepler-112 c,0.172,,520.9,,,2.4,
Kepler-1120 b,,,635,,,1.38,-0.04
Kepler-1121 b,,,529,,,1.91,0.12
Kepler-1122 b,,,924,,,2.04,-0.03
Kepler-1123 b,,,796,,,1.67,0.05
Kepler-1124 b,,,177,,,1.28,-0.59
Kepler-1125 b,,,910,,,1.84,-0.09
Kepler-1126 b,,,668,,,1.73,-0.26
Kepler-1127 b,,,996,,,1.96,0.04
Kepler-1128 b,,,1163,,,3.65,0.04
Kepler-1129 b,,,1258,,,2.96,-0.04
Kepler-1129 c,,,1258,,,2.73,-0.04
Kepler-113 b,,,264.35,,11.7,1.82,0.05
Kepler-113 c,,,264.35,,8.7,2.18,0.05
Kepler-1130 b,,,234,,,0.8,-0.06
Kepler-1131 b,,,1109,,,1.59,0.05
Kepler-1132 b,,,940,,,2.35,-0.01
Kepler-1133 b,,,821,,,1.97,-0.02
Kepler-1134 b,,,997,,,2.64,-0.1
Kepler-1135 b,,,728,,,1.85,0.02
Kepler-1136 b,,,545,,,1.64,0.03
Kepler-1137 b,,,971,,,2.2,0.05
Kepler-1138 b,,,1101,,,1.7,0.04
Kepler-1139 b,,,555,,,1.19,0.05
Kepler-114 b,0.053,,261.49,,,1.26,
Kepler-114 c,,,261.49,,2.8,1.6,
Kepler-114 d,,,261.49,,3.9,2.53,
Kepler-1140 b,,,657,,,2.77,-0.08
Kepler-1141 b,,,365,,,0.82,0.04
Kepler-1142 b,,,697,,,1.47,0.02
Kepler-1143 b,,,632,,,1.67,-0.06
Kepler-1143 c,,,632,,,3.6,-0.06
Kepler-1144 b,,,1012,,,1.99,-0.03
Kepler-1145 b,,,714,,,1.4,-0.13
Kepler-1146 b,,,694,,,1.23,-0.06
Kepler-1147 b,,,1476,,,2.61,0.11
Kepler-1148 b,,,682,,,1.69,-0.02
Kepler-1149 b,,,1023,,,1.44,0.02
Kepler-115 b,0.036,,634.97,,,1.09,
Kepler-115 c,0.087,,634.97,,,2.6,
Kepler-1150 b,,,373,,,1.02,0.01
Kepler-1151 b,,,763,,,2.22,-0.11
Kepler-1152 b,,,184,,,0.87,-0.25
Kepler-1153 b,,,1185,,,1.73,0.03
Kepler-1154 b,,,1531,,,2.34,0.04
Kepler-1154 c,,,1531,,,2.36,0.04
Kepler-1155 b,,,987,,,2.03,0.04
Kepler-1156 b,,,759,,,1.32,0.02
Kepler-1157 b,,,346,,,1.09,0.05
Kepler-1158 b,,,1258,,,2.34,0.18
Kepler-1159 b,,,1238,,,2.37,0.04
Kepler-116 b,0.069,,982.04,,,3.42,
Kepler-116 c,0.116,,982.04,,,2.3,
Kepler-1160 b,,,1293,,,2.14,0.01
Kepler-1161 b,,,428,,,2.13,-0.35
Kepler-1162 b,,,989,,,2.21,-0.03
Kepler-1163 b,,,487,,,1.03,0.02
Kepler-1164 b,,,447,,,1.12,-0.03
Kepler-1165 b,,,1081,,,1.55,0.05
Kepler-1166 b,,,648,,,1.69,-0.02
Kepler-1167 b,,,811,,,1.71,-0.05
Kepler-1168 b,,,911,,,2.5,0.13
Kepler-1169 b,,,538,,,0.94,0.26
Kepler-117 b,0.1445,0.0493,1430,984,29.875,8.059,-0.04
Kepler-117 c,0.2804,0.0323,1430,704,584.78,12.341,-0.04
Kepler-1170 b,,,911,,,2.41,-0.09
Kepler-1171 b,,,615,,,2.56,-0.01
Kepler-1172 b,,,1292,,,3.2,-0.04
Kepler-1173 b,,,402,,,0.89,0
Kepler-1174 b,,,829,,,1.59,-0.04
Kepler-1175 b,,,1244,,,2.99,-0.04
Kepler-1176 b,,,1023,,,2.45,-0.01
Kepler-1177 b,,,829,,,1.9,0.02
Kepler-1178 b,,,336,,,1.07,-0.05
Kepler-1179 b,,,454,,,1.32,-0.03
Kepler-118 b,0.073,,583.81,,,1.96,
Kepler-118 c,0.141,,583.81,,,7.68,
Kepler-1180 b,,,1284,,,1.99,0
Kepler-1181 b,,,867,,,1.57,0.03
Kepler-1182 b,,,1258,,,2.41,0.01
Kepler-1183 b,,,1378,,,2.82,0.04
Kepler-1184 b,,,1193,,,2.68,-0.04
Kepler-1185 b,,,296,,,1.33,-0.04
Kepler-1186 b,,,1112,,,2.23,0
Kepler-1187 b,,,1029,,,2.61,-0.01
Kepler-1188 b,,,1202,,,2.08,0
Kepler-1189 b,,,883,,,1.77,0.08
Kepler-119 b,0.035,,716.23,,,3.6,
Kepler-119 c,0.049,,716.23,,,0.92,
Kepler-1190 b,,,384,,,1.33,-0.02
Kepler-1191 b,,,876,,,1.51,-0.08
Kepler-1192 b,,,1108,,,2.36,-0.16
Kepler-1193 b,,,695,,,1.32,0.12
Kepler-1194 b,,,616,,,1.51,0
Kepler-1195 b,,,812,,,2.08,-0.25
Kepler-1196 b,,,946,,,2.23,0
Kepler-1197 b,,,505,,,1.25,0.06
Kepler-1198 b,,,777,,,1.47,0.03
Kepler-1199 b,,,540,,,1.15,-0.27
Kepler-12 b,0.0553,,904.4,1480,137.30256,19.661,0.07
Kepler-120 b,0.055,,393.02,,,2.15,
Kepler-120 c,0.088,,393.02,,,1.53,
Kepler-1200 b,,,579,,,1.06,0.04
Kepler-1201 b,,,1202,,,2.29,0.03
Kepler-1202 b,,,1393,,,2.94,0.06
Kepler-1203 b,,,269,,,1.06,0.01
Kepler-1204 b,,,1282,,,3.05,0.06
Kepler-1205 b,,,766,,,1.41,-0.04
Kepler-1206 b,,,807,,,1.64,0.07
Kepler-1207 b,,,946,,,1.62,0.05
Kepler-1208 b,,,877,,,2.32,-0.03
Kepler-1209 b,,,558,,,1.51,0.12
Kepler-121 b,0.039,,518.09,,,2.34,
Kepler-121 c,0.216,,518.09,,,2.27,
Kepler-1210 b,,,1155,,,1.7,0.04
Kepler-1211 b,,,1486,,,2.55,-0.08
Kepler-1212 b,,,1304,,,2.14,0.03
Kepler-1213 b,,,685,,,1.19,0.13
Kepler-1214 b,,,757,,,2.36,0.05
Kepler-1215 b,,,701,,,1.22,0.01
Kepler-1216 b,,,1124,,,1.39,0.03
Kepler-1217 b,,,1363,,,1.99,0.07
Kepler-1218 b,,,667,,,1.44,-0.02
Kepler-1219 b,,,622,,,2.12,0.05
Kepler-122 b,0.064,,1058.58,,,2.34,
Kepler-122 c,0.108,,1058.58,,,5.87,
Kepler-122 d,0.155,,1058.58,,,2.2,
Kepler-122 e,0.227,,1058.58,,,2.6,
Kepler-122 f,,,1058.58,,36,1.75,
Kepler-1220 b,,,958,,,1.52,-0.04
Kepler-1221 b,,,909,,,1.88,0.09
Kepler-1222 b,,,455,,,0.79,-0.04
Kepler-1223 b,,,455,,,1.22,0.04
Kepler-1224 b,,,578,,,1.33,0.14
Kepler-1225 b,,,1241,,,1.82,0.01
Kepler-1226 b,,,779,,,1.45,-0.08
Kepler-1227 b,,,667,,,2.29,-0.04
Kepler-1228 b,,,547,,,1.54,-0.18
Kepler-1229 b,,,236,,,1.4,-0.06
Kepler-123 b,0.135,,1052.14,,,2.94,
Kepler-123 c,0.181,,1052.14,,,1.48,
Kepler-1230 b,,,1433,,,2.71,0.01
Kepler-1231 b,,,948,,,1.42,0.06
Kepler-1232 b,,,740,,,1.93,0.06
Kepler-1233 b,,,1281,,,2.6,0.02
Kepler-1234 b,,,866,,,2.81,0.01
Kepler-1235 b,,,533,,,0.79,0.01
Kepler-1236 b,,,1078,,,2.14,-0.09
Kepler-1237 b,,,1121,,,2.86,0.12
Kepler-1238 b,,,1533,,,1.93,0.05
Kepler-1239 b,,,2511,,,2.9,0.22
Kepler-124 b,0.039,,425.19,,,0.73,
Kepler-124 c,0.1,,425.19,,,1.75,
Kepler-124 d,0.17,,425.19,,,1.11,
Kepler-1240 b,,,614,,,1.15,0.04
Kepler-1241 b,,,936,,,2.63,-0.09
Kepler-1242 b,,,682,,,2.26,-0.05
Kepler-1243 b,,,877,,,1.75,0.01
Kepler-1244 b,,,764,,,1.35,0.05
Kepler-1245 b,,,861,,,1.44,-0.01
Kepler-1245 c,,,861,,,1.44,-0.01
Kepler-1246 b,,,435,,,1.36,-0.03
Kepler-1247 b,,,1094,,,2.33,-0.05
Kepler-1248 b,,,540,,,1.18,0.24
Kepler-1249 b,,,1674,,,2.38,0.06
Kepler-125 b,0.041,,184.34,,,2.37,
Kepler-125 c,0.051,,184.34,,,0.74,
Kepler-1250 b,,,1371,,,1.92,0.04
Kepler-1251 b,,,863,,,1.84,-0.04
Kepler-1252 b,,,828,,,1.67,0.03
Kepler-1253 b,,,390,,,1.33,-0.14
Kepler-1254 b,,,676,,,1.55,-0.1
Kepler-1254 c,,,676,,,1.3,-0.1
Kepler-1254 d,,,676,,,1.31,-0.1
Kepler-1255 b,,,1344,,,2.32,0.02
Kepler-1256 b,,,862,,,1.49,0.05
Kepler-1257 b,,,1081,,,1.52,-0.09
Kepler-1258 b,,,651,,,0.86,-0.07
Kepler-1259 b,,,704,,,1.43,-0.07
Kepler-126 b,0.099,,239.03,,,1.52,
Kepler-126 c,0.162,,239.03,,,1.58,
Kepler-126 d,0.448,,239.03,,,2.5,
Kepler-1260 b,,,1041,,,1.77,0.01
Kepler-1261 b,,,795,,,2.26,0.03
Kepler-1262 b,,,1153,,,1.82,-0.02
Kepler-1263 b,,,695,,,1.14,-0.03
Kepler-1264 b,,,814,,,1.18,-0.02
Kepler-1265 b,,,581,,,1.35,-0.1
Kepler-1266 b,,,901,,,2.58,-0.07
Kepler-1267 b,,,1628,,,3.01,0.07
Kepler-1268 b,,,1406,,,2.03,0.05
Kepler-1269 b,,,710,,,1.63,0.07
Kepler-127 b,0.125,,356.41,,,1.4,
Kepler-127 c,0.2,,356.41,,,2.66,
Kepler-127 d,0.28,,356.41,,,2.64,
Kepler-1270 b,,,1204,,,3.32,-0.02
Kepler-1271 b,,,885,,,1.48,-0.01
Kepler-1272 b,,,896,,,2.37,0.06
Kepler-1273 b,,,1355,,,2.49,0.03
Kepler-1274 b,,,609,,,1.42,0.11
Kepler-1275 b,,,1280,,,1.48,0.04
Kepler-1276 b,,,587,,,1.19,-0.02
Kepler-1277 b,,,606,,,1.6,-0.01
Kepler-1278 b,,,743,,,1.01,0.02
Kepler-1279 b,,,1017,,,1.75,0.06
Kepler-128 b,,,400.93,,0.77,1.43,
Kepler-128 c,,,400.93,,0.9,1.34,
Kepler-1280 b,,,1006,,,1.87,0.04
Kepler-1281 b,,,1090,,,1.64,-0.04
Kepler-1282 b,,,1126,,,1.55,0.01
Kepler-1283 b,,,1452,,,1.91,0.04
Kepler-1284 b,,,852,,,1.21,0.03
Kepler-1285 b,,,364,,,0.97,0.16
Kepler-1286 b,,,1150,,,2.15,0.03
Kepler-1287 b,,,1027,,,1.54,-0.05
Kepler-1288 b,,,715,,,1.12,0.14
Kepler-1289 b,,,1059,,,1.52,0.02
Kepler-129 b,0.131,,413.68,,,2.37,
Kepler-129 c,0.393,,413.68,,,2.55,
Kepler-1290 b,,,1321,,,1.42,-0.02
Kepler-1291 b,,,982,,,1.66,-0.04
Kepler-1292 b,,,1406,,,1.82,0.08
Kepler-1293 b,,,770,,,0.97,0
Kepler-1294 b,,,1120,,,3.19,-0.03
Kepler-1295 b,,,1257,,,1.55,0.04
Kepler-1296 b,,,631,,,0.91,-0.04
Kepler-1297 b,,,996,,,0.97,-0.04
Kepler-1298 b,,,498,,,1.31,0.13
Kepler-1299 b,,,1352,,,2.98,-0.01
Kepler-130 b,0.079,,319.57,,,1.02,
Kepler-130 c,0.178,0,319.57,683,,2.9,
Kepler-130 d,0.377,,319.57,,,1.64,
Kepler-1300 b,,,757,,,1.37,0.05
Kepler-1301 b,,,816,,,1.4,0.01
Kepler-1302 b,,,727,,,1.43,0.04
Kepler-1303 b,,,905,,,1.42,0.04
Kepler-1304 b,,,682,,,2.29,-0.05
Kepler-1305 b,,,1343,,,1.88,0.01
Kepler-1306 b,,,1130,,,1.91,0
Kepler-1307 b,,,1396,,,2.47,0.06
Kepler-1308 b,,,73,,,0.52,-0.13
Kepler-1309 b,,,845,,,2.37,-0.03
Kepler-131 b,,,230.19,,16.13,2.41,0.12
Kepler-131 c,,,230.19,,8.25,0.84,0.12
Kepler-1310 b,,,583,,,1.44,-0.07
Kepler-1311 b,,,705,,,1.24,0.09
Kepler-1311 c,,,705,,,1.22,0.09
Kepler-1312 b,,,305,,,2.1,-0.02
Kepler-1313 b,,,187,,,1.76,0
Kepler-1314 b,,,462,,,5.11,-0.22
Kepler-1315 b,,,505,,,1.38,0.07
Kepler-1316 b,,,753,,,3.54,0.03
Kepler-1317 b,,,734,,,1.56,-0.01
Kepler-1318 b,,,475,,,3.11,-0.01
Kepler-1319 b,,,114,,,1.34,0.44
Kepler-132 b,0.067,,303,,,1.21,
Kepler-132 c,0.068,,303,,,1.28,
Kepler-132 d,0.136,,303,,,1.55,
Kepler-132 e,,,303,,,1.18,
Kepler-1320 b,,,771,,,1.7,0.1
Kepler-1321 b,,,547,,,4.92,-0.45
Kepler-1321 c,,,547,,,2.4,-0.45
Kepler-1322 b,,,1217,,,1.61,-0.07
Kepler-1323 b,,,530,,,1.52,0.02
Kepler-1324 b,,,522,,,1.51,0.05
Kepler-1325 b,,,955,,,2.86,0.01
Kepler-1326 b,,,910,,,4.18,0.02
Kepler-1327 b,,,688,,,1.8,-0.03
Kepler-1328 b,,,630,,,0.98,0
Kepler-1329 b,,,624,,,2.17,0.02
Kepler-133 b,0.083,,665.37,,,1.76,
Kepler-133 c,0.204,,665.37,,,2.84,
Kepler-1330 b,,,939,,,1.65,0.08
Kepler-1331 b,,,365,,,1.05,0.05
Kepler-1332 b,,,515,,,1.37,0
Kepler-1333 b,,,958,,,2.81,-0.04
Kepler-1334 b,,,1047,,,2.29,-0.03
Kepler-1335 b,,,628,,,1.45,-0.07
Kepler-1336 b,,,822,,,1.98,0.05
Kepler-1336 c,,,822,,,1.71,0.05
Kepler-1337 b,,,588,,,2.41,-0.09
Kepler-1338 b,,,619,,,0.92,0
Kepler-1339 b,,,267,,,0.71,0.01
Kepler-134 b,0.06,,338.05,,,2,
Kepler-134 c,0.092,,338.05,,,1.26,
Kepler-1340 b,,,1421,,,1.55,0.07
Kepler-1341 b,,,466,,,2.99,0.19
Kepler-1342 b,,,941,,,1.66,0.03
Kepler-1343 b,,,1307,,,1.93,-0.16
Kepler-1344 b,,,851,,,1.84,0.06
Kepler-1345 b,,,1164,,,2.36,0.04
Kepler-1346 b,,,1123,,,1.58,0.04
Kepler-1347 b,,,321,,,1.03,-0.11
Kepler-1348 b,,,1033,,,1.94,-0.01
Kepler-1349 b,,,260,,,0.7,0.03
Kepler-135 b,0.067,,632.99,,,1.81,
Kepler-135 c,0.103,,632.99,,,1.16,
Kepler-1350 b,,,350,,,2.52,-0.06
Kepler-1350 c,,,350,,,1.73,-0.06
Kepler-1351 b,,,241,,,0.65,-0.03
Kepler-1352 b,,,637,,,0.89,0
Kepler-1353 b,,,596,,,1.8,-0.06
Kepler-1354 b,,,1057,,,2.97,0.03
Kepler-1355 b,,,963,,,1.46,-0.04
Kepler-1356 b,,,881,,,1.53,-0.02
Kepler-1357 b,,,1026,,,1.28,-0.06
Kepler-1358 b,,,558,,,1.12,-0.08
Kepler-1359 b,,,669,,,2.83,0.11
Kepler-136 b,0.106,,425.94,,,2.05,
Kepler-136 c,0.133,,425.94,,,1.99,
Kepler-1360 b,,,1405,,,3.4,0.06
Kepler-1361 b,,,404,,,0.86,0
Kepler-1362 b,,,767,,,2.6,0.06
Kepler-1363 b,,,559,,,1.25,-0.09
Kepler-1364 b,,,1149,,,2.15,0.04
Kepler-1365 b,,,541,,,0.92,0.03
Kepler-1365 c,,,541,,,0.8,0.03
Kepler-1366 b,,,395,,,1.43,-0.02
Kepler-1367 b,,,357,,,0.92,-0.06
Kepler-1368 b,,,1750,,,1.65,0.1
Kepler-1369 b,,,1236,,,2.69,0
Kepler-137 b,0.077,,305.65,,,1.47,
Kepler-137 c,0.13,,305.65,,,1.88,
Kepler-1370 b,,,878,,,1.84,0.05
Kepler-1370 c,,,878,,,1.27,0.05
Kepler-1371 b,,,450,,,0.73,-0.07
Kepler-1371 c,,,450,,,0.64,-0.07
Kepler-1372 b,,,1161,,,1.27,0.05
Kepler-1373 b,,,1112,,,1.16,0.03
Kepler-1374 b,,,1135,,,2.29,-0.13
Kepler-1375 b,,,1238,,,1.74,0.09
Kepler-1376 b,,,864,,,1.05,0.07
Kepler-1377 b,,,1019,,,1.25,0.05
Kepler-1378 b,,,562,,,2.2,0.03
Kepler-1379 b,,,951,,,1.3,-0.04
Kepler-138 b,,,66.99,,0.066,0.522,-0.28
Kepler-138 c,,,66.99,,1.97,1.197,-0.28
Kepler-138 d,,,66.99,,0.64,1.212,-0.28
Kepler-1380 b,,,1209,,,1.43,0.1
Kepler-1381 b,,,1306,,,2.25,-0.1
Kepler-1382 b,,,730,,,1.88,0.3
Kepler-1383 b,,,961,,,1.41,0.03
Kepler-1384 b,,,618,,,1.94,-0.06
Kepler-1385 b,,,527,,,0.85,0.41
Kepler-1386 b,,,838,,,1.24,0.11
Kepler-1387 b,,,491,,,0.93,0.02
Kepler-1388 b,,,492,,,2.59,0.02
Kepler-1388 c,,,492,,,2.26,0.02
Kepler-1388 d,,,492,,,2.86,0.02
Kepler-1388 e,,,492,,,2.46,0.02
Kepler-1389 b,,,521,,,1.77,-0.14
Kepler-139 b,0.127,,395.45,,,2.94,
Kepler-139 c,0.586,,395.45,,,3.38,
Kepler-1390 b,,,760,,,1.18,-0.01
Kepler-1391 b,,,721,,,1.68,0.04
Kepler-1392 b,,,1117,,,1.96,-0.11
Kepler-1393 b,,,462,,,0.8,-0.09
Kepler-1394 b,,,820,,,1.39,0.06
Kepler-1395 b,,,507,,,0.8,0.12
Kepler-1396 b,,,1236,,,2.07,0.04
Kepler-1397 b,,,770,,,1.72,0
Kepler-1398 b,,,793,,,0.9,0.01
Kepler-1398 c,,,793,,,1.03,0.01
Kepler-1399 b,,,1256,,,1.25,-0.03
Kepler-14 b,,0.035,980,,2669.66,12.733,0.12
Kepler-140 b,0.045,,593.8,,,1.61,
Kepler-140 c,0.414,,593.8,,,1.8,
Kepler-1400 b,,,879,,,1.62,0.04
Kepler-1401 b,,,1242,,,1.68,0.04
Kepler-1402 b,,,681,,,0.76,0.03
Kepler-1403 b,,,1801,,,2.14,0.03
Kepler-1404 b,,,946,,,2.01,-0.09
Kepler-1405 b,,,1605,,,3.96,0.03
Kepler-1406 b,,,587,,,1.1,0.04
Kepler-1407 b,,,1275,,,2.25,0.05
Kepler-1408 b,,,426,,,0.89,0
Kepler-1409 b,,,722,,,1.04,-0.03
Kepler-141 b,0.039,,303.83,,,0.69,
Kepler-141 c,0.067,,303.83,,,1.41,
Kepler-1410 b,,,367,,,1.78,0.01
Kepler-1411 b,,,1431,,,2.82,-0.04
Kepler-1412 b,,,639,,,0.83,0.04
Kepler-1413 b,,,1162,,,1.82,-0.05
Kepler-1414 b,,,534,,,1.23,-0.02
Kepler-1415 b,,,1066,,,1.29,0.12
Kepler-1416 b,,,807,,,0.88,0.03
Kepler-1417 b,,,656,,,1,0.02
Kepler-1418 b,,,499,,,1.66,0
Kepler-1419 b,,,1444,,,2.86,0.04
Kepler-142 b,0.032,,557.51,,,1.99,
Kepler-142 c,0.057,,557.51,,,2.86,
Kepler-142 d,0.242,,557.51,,,2.16,
Kepler-1420 b,,,923,,,1.28,-0.1
Kepler-1421 b,,,675,,,0.93,0.05
Kepler-1422 b,,,2081,,,2.02,0
Kepler-1423 b,,,449,,,1.06,-0.02
Kepler-1424 b,,,620,,,1.16,0.01
Kepler-1425 b,,,499,,,0.94,-0.03
Kepler-1426 b,,,1211,,,1.56,0.03
Kepler-1427 b,,,1220,,,1.1,0.06
Kepler-1428 b,,,802,,,1.64,0.35
Kepler-1429 b,,,1156,,,1.29,0.04
Kepler-143 b,0.127,,828.71,,,2.41,
Kepler-143 c,0.181,,828.71,,,3.37,
Kepler-1430 b,,,541,,,1.18,-0.03
Kepler-1431 b,,,1270,,,1.47,0.07
Kepler-1432 b,,,1552,,,2.22,0.02
Kepler-1433 b,,,1328,,,1.56,0.07
Kepler-1434 b,,,680,,,1.11,0.19
Kepler-1435 b,,,681,,,0.86,-0.03
Kepler-1436 b,,,1142,,,1.31,-0.01
Kepler-1437 b,,,1182,,,1.37,-0.02
Kepler-1438 b,,,866,,,0.94,0.2
Kepler-1439 b,,,215,,,1.46,-0.03
Kepler-144 b,0.066,,389.22,,,1.33,
Kepler-144 c,0.094,,389.22,,,1.35,
Kepler-1440 b,,,685,,,1.26,0.04
Kepler-1441 b,,,751,,,1.31,0.01
Kepler-1442 b,,,525,,,3.93,0.26
Kepler-1443 b,,,475,,,0.97,0
Kepler-1444 b,,,340,,,2.18,0.06
Kepler-1445 b,,,482,,,0.96,-0.03
Kepler-1446 b,,,162,,,0.82,0.11
Kepler-1447 b,,,871,,,2.9,-0.03
Kepler-1448 b,,,786,,,1.61,-0.16
Kepler-1449 b,,,1321,,,1.68,0.04
Kepler-145 b,,,576.15,,37.1,2.65,
Kepler-145 c,,,576.15,,79.4,4.32,
Kepler-1450 b,,,490,,,1.71,-0.02
Kepler-1451 b,,,1159,,,3.35,0.01
Kepler-1452 b,,,974,,,2.7,0.14
Kepler-1453 b,,,1284,,,2.67,0.01
Kepler-1454 b,,,795,,,1.88,-0.02
Kepler-1455 b,,,392,,,2.16,-0.02
Kepler-1456 b,,,379,,,1.14,-0.09
Kepler-1457 b,,,728,,,1.99,-0.05
Kepler-1458 b,,,642,,,2.76,0.02
Kepler-1459 b,,,435,,,1.36,0.01
Kepler-146 b,0.2,,731.81,,,3.71,
Kepler-146 c,0.364,,731.81,,,3.13,
Kepler-1460 b,,,574,,,1.96,-0.02
Kepler-1461 b,,,752,,,2.03,-0.04
Kepler-1462 b,,,1368,,,3.82,0.06
Kepler-1463 b,,,1341,,,1.86,0
Kepler-1464 b,,,692,,,1.66,0.03
Kepler-1464 c,,,692,,,1,0.03
Kepler-1465 b,,,350,,,1.77,-0.06
Kepler-1466 b,,,686,,,1.55,-0.07
Kepler-1467 b,,,890,,,3.3,-0.07
Kepler-1468 b,,,1130,,,1.73,0.03
Kepler-1468 c,,,1130,,,1.15,0.03
Kepler-1469 b,,,1255,,,2.8,0.02
Kepler-147 b,0.113,,1073.89,,,1.53,
Kepler-147 c,0.216,,1073.89,,,2.43,
Kepler-1470 b,,,569,,,1.07,-0.01
Kepler-1471 b,,,1059,,,1.41,-0.03
Kepler-1472 b,,,1269,,,1.9,0.03
Kepler-1473 b,,,625,,,1.19,-0.01
Kepler-1474 b,,,1214,,,2.16,0.04
Kepler-1475 b,,,1714,,,2.92,0.03
Kepler-1476 b,,,1218,,,1.67,0.06
Kepler-1477 b,,,525,,,1.18,-0.06
Kepler-1478 b,,,1405,,,1.73,0.03
Kepler-1479 b,,,619,,,1.83,-0.02
Kepler-148 b,0.028,,809.42,,,1.8,
Kepler-148 c,0.05,,809.42,,,3.6,
Kepler-148 d,,,809.42,,,8.68,
Kepler-1480 b,,,540,,,1.67,0.07
Kepler-1481 b,,,493,,,1.23,0.04
Kepler-1482 b,,,442,,,1.01,-0.04
Kepler-1483 b,,,1327,,,1.52,0.04
Kepler-1484 b,,,1095,,,2.11,-0.17
Kepler-1485 b,,,550,,,1.47,0.02
Kepler-1486 b,,,1465,,,2.32,0.06
